poi_idx,region_idx,hotness_idx
3840,1295,0
3841,969,0
3842,1297,2
3843,1297,18
3844,1515,22
3845,542,1
3846,1325,0
3847,1273,1
3848,1317,1
3849,1300,0
3850,1297,4
3851,754,25
3852,476,0
3853,130,1
3854,1215,1
3855,1069,1
3856,678,1
3857,777,1
3858,777,5
3859,1280,3
3860,1244,1
3861,951,0
3862,1143,4
3863,664,16
3864,577,0
3865,461,6
3866,1078,4
3867,1238,2
3868,1662,0
3869,1188,3
3870,1265,1
3871,754,1
3872,976,0
3873,186,0
3874,771,0
3875,995,1
3876,778,1
3877,1375,2
3878,497,0
3879,347,1
3880,476,1
3881,1182,0
3882,1179,15
3883,1124,0
3884,1076,2
3885,1479,1
3886,1151,0
3887,1299,4
3888,1429,0
3889,1390,0
3890,1157,0
3891,1515,0
3892,1321,1
3893,1375,0
3894,1200,2
3895,11,0
3896,1280,4
3897,1323,4
3898,221,0
3899,1009,5
3900,777,2
3901,695,0
3902,1280,0
3903,762,0
3904,1013,1
3905,1402,5
3906,208,1
3907,777,1
3908,1668,1
3909,40,0
3910,1705,5
3911,1271,1
3912,1221,1
3913,1271,0
3914,1629,3
3915,1271,0
3916,433,0
3917,408,0
3918,585,0
3919,1376,3
3920,1556,4
3921,131,0
3922,102,0
3923,1341,0
3924,1393,1
3925,1164,2
3926,709,1
3927,754,2
3928,872,1
3929,28,0
3930,221,10
3931,771,0
3932,1635,1
3933,975,0
3934,1479,0
3935,131,1
3936,326,1
3937,1375,1
3938,1555,1
3939,834,0
3940,1605,1
3941,1222,1
3942,1320,24
3943,368,7
3944,1110,1
3945,577,1
3946,1509,4
3947,1306,1
3948,1511,4
3949,1435,0
3950,776,0
3951,1249,0
3952,1418,0
3953,1366,0
3954,1190,0
3955,1014,0
3956,1375,1
3957,374,9
3958,1431,0
3959,1254,0
3960,658,1
3961,1279,2
3962,1197,0
3963,1520,12
3964,1044,2
3965,1137,1
3966,47,0
3967,1272,3
3968,491,0
3969,975,0
3970,506,2
3971,1652,0
3972,1057,1
3973,1375,2
3974,1406,2
3975,1215,1
3976,1552,0
3977,1419,1
3978,1235,0
3979,1458,3
3980,1543,0
3981,1376,0
3982,1376,1
3983,1375,0
3984,648,2
3985,1057,0
3986,1375,1
3987,1318,1
3988,1352,8
3989,564,0
3990,777,5
3991,914,1
3992,1238,4
3993,1319,1
3994,1162,1
3995,491,3
3996,263,39
3997,1290,1
3998,1278,2
3999,1281,1
4000,1418,0
4001,461,2
4002,1293,1
4003,878,1
4004,939,0
4005,1318,15
4006,771,2
4007,1319,0
4008,776,0
4009,28,9
4010,1375,0
4011,1324,16
4012,810,0
4013,1200,0
4014,1317,4
4015,771,0
4016,1026,2
4017,1347,0
4018,1335,0
4019,1132,1
4020,754,6
4021,1354,0
4022,23,2
4023,1494,1
4024,341,1
4025,1278,2
4026,1366,1
4027,933,2
4028,1355,19
4029,1381,0
4030,1359,5
4031,259,0
4032,131,1
4033,695,1
4034,1173,2
4035,693,1
4036,273,2
4037,831,1
4038,1516,11
4039,1352,0
4040,69,0
4041,569,1
4042,1087,1
4043,1355,0
4044,703,1
4045,1323,0
4046,1516,2
4047,1493,1
4048,607,1
4049,1214,1
4050,1147,0
4051,576,1
4052,1554,1
4053,811,0
4054,1538,2
4055,207,1
4056,1386,1
4057,1706,0
4058,1603,0
4059,1319,1
4060,1272,0
4061,1358,1
4062,1556,1
4063,690,0
4064,1006,1
4065,770,0
4066,885,0
4067,912,4
4068,1574,8
4069,976,1
4070,1517,0
4071,1028,1
4072,882,6
4073,980,1
4074,1375,1
4075,1301,2
4076,1297,19
4077,1296,8
4078,1208,0
4079,1278,0
4080,1084,4
4081,1541,1
4082,1215,1
4083,1379,2
4084,1423,1
4085,383,2
4086,1742,0
4087,947,0
4088,264,0
4089,1678,0
4090,1300,1
4091,28,0
4092,1215,0
4093,697,0
4094,1418,2
4095,1157,0
4096,455,0
4097,1476,0
4098,1516,2
4099,1385,0
4100,1385,0
4101,1375,1
4102,1244,0
4103,1405,3
4104,770,1
4105,1004,0
4106,591,0
4107,108,1
4108,745,1
4109,776,0
4110,882,0
4111,1283,0
4112,130,0
4113,1296,2
4114,1375,1
4115,1345,1
4116,362,3
4117,550,1
4118,1317,2
4119,1324,1
4120,953,3
4121,352,1
4122,1376,0
4123,975,1
4124,232,6
4125,633,0
4126,1376,0
4127,1245,0
4128,977,1
4129,1110,0
4130,1571,7
4131,767,7
4132,454,1
4133,1089,18
4134,933,0
4135,1719,0
4136,362,1
4137,1428,1
4138,1509,0
4139,1279,5
4140,1376,0
4141,1375,5
4142,1036,0
4143,1320,0
4144,1355,0
4145,1094,0
4146,1580,0
4147,1345,1
4148,1352,9
4149,1568,21
4150,1376,3
4151,1509,2
4152,911,1
4153,1161,0
4154,1423,4
4155,1515,0
4156,1263,0
4157,1070,4
4158,1376,3
4159,457,0
4160,776,1
4161,77,1
4162,770,0
4163,575,1
4164,701,1
4165,134,6
4166,1214,1
4167,348,1
4168,1078,1
4169,1376,1
4170,170,1
4171,1262,0
4172,1376,4
4173,1376,0
4174,210,0
4175,1467,0
4176,1520,0
4177,1375,0
4178,1520,5
4179,461,0
4180,567,1
4181,1580,23
4182,1729,0
4183,821,1
4184,857,1
4185,1679,1
4186,1132,1
4187,1094,1
4188,1097,0
4189,1692,1
4190,1375,1
4191,770,4
4192,1510,0
4193,975,1
4194,1376,1
4195,1279,0
4196,1474,2
4197,231,3
4198,1297,4
4199,1297,4
4200,947,0
4201,208,0
4202,549,1
4203,882,1
4204,1733,2
4205,461,1
4206,1297,6
4207,1125,0
4208,1509,1
4209,975,2
4210,1739,0
4211,1088,1
4212,1006,0
4213,493,1
4214,933,3
4215,1351,2
4216,214,1
4217,975,2
4218,240,0
4219,1509,0
4220,266,3
4221,148,0
4222,1014,1
4223,216,1
4224,509,1
4225,1295,0
4226,1530,1
4227,1347,1
4228,1319,0
4229,546,2
4230,1163,0
4231,754,0
4232,1376,4
4233,577,1
4234,1403,0
4235,1092,2
4236,1122,0
4237,1377,3
4238,1000,2
4239,1296,1
4240,1516,7
4241,1043,4
4242,1123,1
4243,1554,1
4244,221,6
4245,1157,0
4246,368,1
4247,24,1
4248,1006,0
4249,1278,1
4250,277,0
4251,1509,0
4252,1648,1
4253,558,3
4254,966,1
4255,1494,5
4256,1243,2
4257,1580,7
4258,1426,2
4259,1347,22
4260,263,0
4261,221,0
4262,933,0
4263,251,0
4264,972,5
4265,1376,1
4266,725,1
4267,1354,2
4268,1164,1
4269,597,2
4270,353,1
4271,1089,0
4272,1158,1
4273,1694,1
4274,1108,4
4275,1315,1
4276,1310,0
4277,929,1
4278,1124,2
4279,1519,3
4280,1376,2
4281,1319,1
4282,512,68
4283,884,0
4284,661,0
4285,975,0
4286,1409,1
4287,1324,1
4288,1180,2
4289,1376,4
4290,1493,1
4291,512,2
4292,1319,0
4293,494,0
4294,1407,1
4295,1437,1
4296,1517,0
4297,1129,0
4298,1376,2
4299,405,0
4300,284,2
4301,228,0
4302,435,3
4303,328,1
4304,1155,2
4305,1296,1
4306,1300,3
4307,1244,0
4308,1082,0
4309,746,1
4310,1200,2
4311,1375,37
4312,1446,0
4313,553,1
4314,1252,1
4315,370,3
4316,1352,0
4317,1587,1
4318,1297,0
4319,1429,0
4320,947,4
4321,1355,1
4322,311,0
4323,311,1
4324,247,0
4325,1200,4
4326,1375,1
4327,491,0
4328,947,1
4329,879,1
4330,202,2
4331,727,0
4332,947,4
4333,1671,1
4334,767,1
4335,930,2
4336,1035,0
4337,930,5
4338,1110,1
4339,406,2
4340,1462,3
4341,131,1
4342,373,1
4343,18,0
4344,1189,0
4345,1374,9
4346,1555,0
4347,1656,2
4348,217,0
4349,820,4
4350,1164,1
4351,1558,2
4352,1271,2
4353,1280,1
4354,1300,1
4355,965,2
4356,553,1
4357,1296,1
4358,166,24
4359,1520,1
4360,970,0
4361,1343,1
4362,512,1
4363,1434,3
4364,1367,0
4365,0,5
4366,184,1
4367,1708,1
4368,214,8
4369,1686,1
4370,1375,1
4371,772,4
4372,1510,1
4373,1739,0
4374,1409,2
4375,1607,0
4376,1538,1
4377,533,0
4378,132,2
4379,208,9
4380,124,1
4381,1319,0
4382,754,7
4383,895,0
4384,484,0
4385,208,4
4386,1557,1
4387,753,1
4388,975,3
4389,1375,1
4390,1738,0
4391,1297,12
4392,1376,1
4393,474,0
4394,132,2
4395,1346,1
4396,832,0
4397,1381,9
4398,995,0
4399,958,2
4400,929,3
4401,1471,0
4402,1586,1
4403,1375,1
4404,1375,0
4405,669,1
4406,1429,1
4407,1057,1
4408,1429,2
4409,475,2
4410,1341,1
4411,1355,0
4412,1043,1
4413,475,0
4414,619,0
4415,1043,3
4416,1238,14
4417,814,1
4418,1188,2
4419,1680,1
4420,1354,1
4421,1030,0
4422,857,1
4423,1374,9
4424,804,0
4425,1345,3
4426,221,0
4427,221,0
4428,512,2
4429,1320,1
4430,1320,0
4431,1374,3
4432,1214,1
4433,946,0
4434,497,4
4435,1113,0
4436,1376,2
4437,1228,1
4438,1655,0
4439,905,1
4440,1677,0
4441,857,0
4442,1081,1
4443,1274,2
4444,221,1
4445,885,1
4446,319,2
4447,475,0
4448,161,0
4449,933,0
4450,1516,0
4451,1682,0
4452,1297,1
4453,439,2
4454,1294,0
4455,1085,1
4456,635,4
4457,1375,0
4458,1318,1
4459,159,0
4460,68,0
4461,848,10
4462,1086,0
4463,1406,0
4464,124,1
4465,1376,1
4466,131,1
4467,1244,2
4468,1376,18
4469,1618,0
4470,968,0
4471,956,1
4472,975,0
4473,1214,1
4474,995,5
4475,152,0
4476,1279,1
4477,1553,4
4478,1553,6
4479,1236,0
4480,930,1
4481,984,1
4482,1678,1
4483,1376,1
4484,528,0
4485,577,0
4486,1375,2
4487,1456,2
4488,770,1
4489,992,1
4490,1651,0
4491,1297,0
4492,1484,0
4493,231,3
4494,573,1
4495,905,0
4496,787,0
4497,1509,0
4498,1375,47
4499,929,1
4500,1036,2
4501,885,1
4502,1297,1
4503,521,0
4504,1375,2
4505,1516,1
4506,857,1
4507,1200,0
4508,515,0
4509,1450,0
4510,770,0
4511,1236,0
4512,1515,1
4513,1231,0
4514,331,0
4515,1208,1
4516,1510,3
4517,425,1
4518,1025,1
4519,1515,0
4520,1493,1
4521,1510,0
4522,1376,3
4523,26,1
4524,1483,0
4525,224,0
4526,1375,1
4527,1297,3
4528,1509,7
4529,46,0
4530,1112,1
4531,1101,1
4532,1692,1
4533,1509,2
4534,94,2
4535,736,0
4536,1375,1
4537,1106,3
4538,1376,2
4539,771,0
4540,1426,0
4541,1376,1
4542,1431,2
4543,606,1
4544,1591,8
4545,438,0
4546,438,1
4547,789,0
4548,1376,1
4549,425,0
4550,1323,1
4551,1586,0
4552,1587,1
4553,1435,6
4554,1509,46
4555,1320,2
4556,799,0
4557,1300,0
4558,886,1
4559,1307,0
4560,882,0
4561,1729,0
4562,728,2
4563,1057,0
4564,136,2
4565,929,0
4566,1509,7
4567,1645,8
4568,1353,0
4569,424,1
4570,561,0
4571,368,2
4572,1533,1
4573,1437,2
4574,1295,0
4575,1307,5
4576,131,0
4577,1270,4
4578,200,6
4579,200,4
4580,1103,0
4581,136,0
4582,1458,0
4583,233,1
4584,1078,0
4585,1513,1
4586,1539,1
4587,1516,1
4588,449,1
4589,777,2
4590,1627,0
4591,1215,0
4592,179,0
4593,1649,0
4594,1446,0
4595,977,0
4596,1073,2
4597,877,1
4598,86,1
4599,1570,1
4600,1723,3
4601,217,0
4602,335,0
4603,1342,1
4604,23,0
4605,1078,4
4606,1238,1
4607,878,1
4608,1395,1
4609,1509,4
4610,1516,22
4611,1433,0
4612,132,17
4613,576,0
4614,1260,0
4615,487,0
4616,1297,1
4617,1520,0
4618,577,0
4619,1562,3
4620,1224,0
4621,1223,0
4622,1141,1
4623,1653,1
4624,221,2
4625,200,5
4626,67,0
4627,519,1
4628,1493,4
4629,947,5
4630,1316,0
4631,1297,6
4632,209,0
4633,1452,0
4634,873,1
4635,1681,4
4636,1175,1
4637,48,1
4638,1678,1
4639,1133,2
4640,1571,1
4641,430,0
4642,1301,0
4643,412,4
4644,208,2
4645,131,1
4646,779,0
4647,1376,1
4648,433,1
4649,290,1
4650,572,5
4651,474,2
4652,1467,0
4653,1446,5
4654,1445,3
4655,1466,0
4656,1467,0
4657,1466,1
4658,256,0
4659,1375,0
4660,1110,0
4661,814,0
4662,1482,1
4663,940,1
4664,1354,2
4665,758,1
4666,586,3
4667,1153,2
4668,1270,3
4669,1165,1
4670,131,0
4671,1319,0
4672,1516,5
4673,37,2
4674,466,0
4675,905,4
4676,1296,6
4677,1087,0
4678,1324,1
4679,1402,3
4680,1455,1
4681,170,1
4682,1377,0
4683,1204,1
4684,1238,0
4685,1432,0
4686,200,1
4687,770,1
4688,210,2
4689,1489,1
4690,1223,0
4691,200,1
4692,1352,1
4693,567,1
4694,1057,1
4695,1010,0
4696,585,3
4697,585,0
4698,1050,1
4699,549,1
4700,1592,1
4701,1297,13
4702,1270,0
4703,1587,1
4704,1174,0
4705,1300,1
4706,1375,0
4707,1344,0
4708,995,2
4709,273,1
4710,1096,0
4711,670,1
4712,893,0
4713,208,2
4714,1477,0
4715,1343,2
4716,770,1
4717,317,6
4718,134,0
4719,200,0
4720,1320,1
4721,331,0
4722,528,2
4723,244,0
4724,316,16
4725,462,3
4726,770,0
4727,1146,4
4728,1200,6
4729,1192,0
4730,1324,1
4731,1124,5
4732,577,2
4733,576,0
4734,976,1
4735,27,0
4736,711,1
4737,1272,1
4738,929,0
4739,1373,1
4740,776,0
4741,562,3
4742,972,0
4743,975,0
4744,1010,0
4745,1571,1
4746,132,2
4747,776,0
4748,1514,6
4749,554,1
4750,1106,5
4751,1215,0
4752,1210,1
4753,1238,1
4754,1540,1
4755,1516,0
4756,857,0
4757,1210,0
4758,1343,1
4759,1375,1
4760,1372,1
4761,1568,0
4762,1124,2
4763,1467,0
4764,592,9
4765,607,0
4766,491,0
4767,1568,1
4768,2,1
4769,1568,0
4770,1375,1
4771,947,0
4772,990,6
4773,1280,2
4774,1375,8
4775,1523,1
4776,1520,0
4777,1124,0
4778,318,0
4779,1376,1
4780,62,0
4781,130,0
4782,1532,0
4783,41,1
4784,659,1
4785,901,0
4786,1671,0
4787,1091,0
4788,1350,0
4789,1482,0
4790,975,4
4791,239,0
4792,1580,1
4793,770,2
4794,639,3
4795,1453,13
4796,442,2
4797,770,0
4798,930,4
4799,1075,0
4800,1059,8
4801,1376,0
4802,311,1
4803,1393,1
4804,777,0
4805,1174,0
4806,1355,1
4807,1272,1
4808,270,0
4809,1580,0
4810,1276,1
4811,1375,1
4812,1238,0
4813,1296,46
4814,1267,3
4815,1267,1
4816,1381,5
4817,1355,12
4818,1000,0
4819,1381,2
4820,1587,0
4821,921,1
4822,905,3
4823,777,1
4824,491,1
4825,1515,14
4826,1163,17
4827,942,1
4828,999,3
4829,777,0
4830,1474,4
4831,683,1
4832,1214,2
4833,1317,10
4834,1210,3
4835,1429,0
4836,1376,2
4837,1515,0
4838,1372,0
4839,1278,6
4840,1585,1
4841,1516,0
4842,514,0
4843,1271,0
4844,1352,1
4845,811,0
4846,286,0
4847,191,0
4848,1300,1
4849,635,1
4850,976,6
4851,1698,3
4852,1157,1
4853,1007,0
4854,1377,3
4855,1169,0
4856,770,0
4857,693,1
4858,754,0
4859,1678,0
4860,341,0
4861,777,1
4862,1586,2
4863,1393,1
4864,634,1
4865,867,4
4866,929,0
4867,319,0
4868,1509,1
4869,780,4
4870,975,0
4871,864,0
4872,1502,1
4873,995,0
4874,597,1
4875,881,4
4876,1570,0
4877,1580,0
4878,1375,0
4879,771,0
4880,1461,1
4881,1279,1
4882,1701,0
4883,1236,1
4884,1376,7
4885,923,0
4886,1109,1
4887,1708,1
4888,1509,0
4889,476,0
4890,1101,1
4891,933,5
4892,419,0
4893,1543,0
4894,1327,0
4895,1376,2
4896,1515,2
4897,1195,1
4898,1376,1
4899,1239,0
4900,905,69
4901,145,2
4902,1458,3
4903,1713,4
4904,1074,0
4905,556,0
4906,554,0
4907,1526,0
4908,131,3
4909,1455,0
4910,143,3
4911,510,1
4912,776,1
4913,1418,0
4914,896,0
4915,1435,0
4916,1124,0
4917,289,1
4918,949,4
4919,1520,1
4920,501,1
4921,428,1
4922,1375,1
4923,1375,3
4924,270,0
4925,493,1
4926,839,0
4927,820,2
4928,815,2
4929,777,2
4930,782,1
4931,340,0
4932,1520,1
4933,341,1
4934,1352,0
4935,226,4
4936,1159,2
4937,1376,0
4938,976,0
4939,929,1
4940,1343,0
4941,1077,1
4942,1430,1
4943,1030,0
4944,770,0
4945,1509,1
4946,435,3
4947,1378,1
4948,1,2
4949,1,1
4950,1399,3
4951,976,5
4952,1078,16
4953,1130,2
4954,771,2
4955,1481,1
4956,709,0
4957,132,1
4958,891,1
4959,1584,1
4960,1296,1
4961,39,0
4962,456,1
4963,411,1
4964,1297,9
4965,1590,1
4966,52,2
4967,1023,2
4968,1352,1
4969,1583,5
4970,274,1
4971,1672,0
4972,763,1
4973,1539,0
4974,932,0
4975,1376,1
4976,475,0
4977,1036,4
4978,124,0
4979,1516,1
4980,770,0
4981,512,2
4982,1393,1
4983,1376,1
4984,814,0
4985,24,0
4986,1038,1
4987,1721,0
4988,71,6
4989,128,0
4990,891,1
4991,174,8
4992,598,1
4993,2,0
4994,1209,0
4995,839,0
4996,1300,1
4997,1377,1
4998,1509,0
4999,1235,4
5000,1720,1
5001,418,1
5002,664,1
5003,1094,1
5004,28,3
5005,1509,1
5006,929,0
5007,137,0
5008,1208,0
5009,1121,1
5010,1125,1
5011,132,9
5012,134,0
5013,1173,1
5014,1516,5
5015,1515,6
5016,1641,1
5017,373,0
5018,1559,0
5019,1377,0
5020,1238,1
5021,577,0
5022,158,0
5023,524,1
5024,1516,2
5025,1648,0
5026,446,0
5027,51,0
5028,1244,0
5029,863,1
5030,1569,0
5031,180,0
5032,1140,0
5033,1112,1
5034,1296,1
5035,29,6
5036,1418,1
5037,1645,0
5038,1571,9
5039,1739,0
5040,142,0
5041,251,1
5042,1233,1
5043,1516,0
5044,131,1
5045,1311,1
5046,1121,0
5047,1648,1
5048,1071,1
5049,1300,1
5050,1377,1
5051,1094,0
5052,1413,2
5053,869,1
5054,855,9
5055,259,0
5056,788,0
5057,198,0
5058,1514,2
5059,461,4
5060,1022,0
5061,770,0
5062,1353,0
5063,1173,2
5064,999,5
5065,1259,1
5066,653,0
5067,1352,0
5068,688,2
5069,1375,1
5070,1128,0
5071,1393,18
5072,1509,2
5073,546,0
5074,1319,0
5075,1376,0
5076,1111,5
5077,1677,0
5078,976,1
5079,1372,1
5080,1297,0
5081,1083,4
5082,1375,1
5083,1318,0
5084,1375,4
5085,1324,0
5086,319,2
5087,681,1
5088,1238,1
5089,1515,0
5090,1095,2
5091,742,1
5092,1735,2
5093,1378,1
5094,1215,1
5095,942,1
5096,1605,0
5097,896,0
5098,1378,4
5099,952,3
5100,1238,0
5101,1493,10
5102,1459,1
5103,1318,1
5104,1157,1
5105,1006,1
5106,1432,2
5107,905,1
5108,28,3
5109,510,4
5110,1124,0
5111,1206,1
5112,1078,7
5113,1393,1
5114,584,5
5115,324,0
5116,1692,12
5117,1274,1
5118,1351,1
5119,1236,2
5120,1376,0
5121,1243,1
5122,508,0
5123,1038,0
5124,754,3
5125,567,0
5126,770,4
5127,138,5
5128,1185,0
5129,1300,0
5130,1587,13
5131,976,1
5132,1449,1
5133,561,1
5134,239,0
5135,985,0
5136,1084,4
5137,706,3
5138,975,2
5139,1085,0
5140,1375,4
5141,100,3
5142,1320,0
5143,1163,1
5144,292,0
5145,1353,0
5146,1555,1
5147,546,3
5148,475,1
5149,553,1
5150,1375,0
5151,1703,0
5152,786,1
5153,585,5
5154,265,1
5155,309,1
5156,703,1
5157,1320,2
5158,19,0
5159,1640,1
5160,1376,0
5161,1516,9
5162,1244,0
5163,1375,2
5164,259,1
5165,1510,0
5166,1344,2
5167,1606,6
5168,522,2
5169,319,0
5170,775,2
5171,1568,0
5172,324,1
5173,384,1
5174,23,4
5175,1279,5
5176,1235,1
5177,1212,0
5178,1244,1
5179,1647,0
5180,259,0
5181,28,2
5182,1550,6
5183,1088,0
5184,1516,2
5185,390,1
5186,1317,0
5187,942,0
5188,1300,1
5189,1315,2
5190,1078,0
5191,442,2
5192,935,0
5193,1367,0
5194,975,0
5195,418,1
5196,1441,1
5197,836,1
5198,1355,1
5199,1370,1
5200,1179,1
5201,209,4
5202,1348,1
5203,1615,0
5204,1450,0
5205,1302,1
5206,701,1
5207,1744,1
5208,1537,0
5209,754,10
5210,1098,0
5211,1202,8
5212,1188,0
5213,975,2
5214,110,0
5215,1558,1
5216,1355,0
5217,1352,0
5218,1393,0
5219,1406,2
5220,976,1
5221,662,0
5222,1324,3
5223,335,1
5224,207,0
5225,1336,0
5226,1516,0
5227,1209,0
5228,1378,1
5229,1125,1
5230,528,1
5231,134,0
5232,1162,2
5233,753,0
5234,1064,0
5235,224,0
5236,933,4
5237,871,0
5238,1219,13
5239,1360,1
5240,1113,1
5241,886,0
5242,1298,3
5243,1203,3
5244,1375,2
5245,1516,1
5246,656,2
5247,336,0
5248,1499,1
5249,980,4
5250,60,0
5251,784,1
5252,1481,4
5253,1040,3
5254,470,1
5255,1393,1
5256,1716,1
5257,1116,0
5258,1307,1
5259,908,0
5260,562,1
5261,1479,13
5262,1510,2
5263,1330,0
5264,1492,0
5265,1381,1
5266,1375,20
5267,1063,1
5268,772,0
5269,1297,0
5270,1324,0
5271,1299,0
5272,975,3
5273,432,3
5274,461,1
5275,1324,0
5276,1664,0
5277,1094,0
5278,92,1
5279,1375,1
5280,461,3
5281,577,1
5282,300,0
5283,577,3
5284,1122,0
5285,569,1
5286,770,1
5287,1372,0
5288,637,0
5289,693,0
5290,770,0
5291,1355,0
5292,1235,0
5293,1379,1
5294,1352,1
5295,728,0
5296,1663,2
5297,753,0
5298,942,0
5299,975,0
5300,754,1
5301,574,0
5302,1448,1
5303,808,0
5304,1732,1
5305,1732,0
5306,1449,1
5307,1027,0
5308,273,0
5309,1099,0
5310,667,1
5311,964,0
5312,512,1
5313,886,1
5314,932,0
5315,1078,1
5316,878,0
5317,1375,5
5318,122,0
5319,1406,8
5320,636,2
5321,446,0
5322,1204,1
5323,975,2
5324,1300,2
5325,311,0
5326,577,1
5327,1504,0
5328,905,3
5329,1690,4
5330,1250,2
5331,1516,0
5332,1393,0
5333,933,1
5334,1319,0
5335,1575,2
5336,1580,0
5337,279,1
5338,1411,1
5339,1124,2
5340,1010,1
5341,1446,0
5342,548,0
5343,1296,0
5344,1446,3
5345,933,1
5346,1071,1
5347,171,1
5348,1355,0
5349,1162,4
5350,1078,1
5351,528,0
5352,1376,0
5353,96,1
5354,808,1
5355,528,1
5356,1402,2
5357,476,0
5358,1393,1
5359,1317,3
5360,1581,1
5361,1057,2
5362,1162,2
5363,259,0
5364,420,2
5365,535,1
5366,1514,1
5367,8,0
5368,675,0
5369,1690,1
5370,998,0
5371,919,1
5372,778,0
5373,576,0
5374,976,2
5375,587,0
5376,776,0
5377,1520,1
5378,1376,0
5379,152,1
5380,1000,0
5381,90,2
5382,1279,0
5383,1482,0
5384,1296,2
5385,611,0
5386,1497,0
5387,665,0
5388,905,1
5389,528,1
5390,818,1
5391,777,0
5392,580,1
5393,1223,1
5394,839,0
5395,1188,7
5396,976,2
5397,1124,4
5398,1271,1
5399,528,3
5400,1318,1
5401,825,0
5402,439,5
5403,1374,0
5404,613,1
5405,1687,0
5406,1108,3
5407,1587,0
5408,1685,1
5409,1744,0
5410,1238,2
5411,577,0
5412,1238,2
5413,534,0
5414,1508,0
5415,235,2
5416,461,2
5417,688,1
5418,1493,1
5419,995,0
5420,27,2
5421,349,0
5422,1341,0
5423,1319,1
5424,1503,1
5425,362,2
5426,975,1
5427,1355,7
5428,1323,1
5429,1377,1
5430,638,2
5431,942,25
5432,316,18
5433,771,2
5434,1324,0
5435,1376,1
5436,1393,1
5437,1092,0
5438,1718,1
5439,1209,2
5440,1003,1
5441,1018,0
5442,1375,2
5443,1375,24
5444,7,0
5445,383,0
5446,1658,1
5447,1090,2
5448,1376,0
5449,645,1
5450,1511,2
5451,58,0
5452,57,1
5453,1393,0
5454,1324,3
5455,1415,0
5456,1307,1
5457,1363,1
5458,132,7
5459,1510,1
5460,1674,0
5461,1239,2
5462,562,5
5463,1355,2
5464,771,0
5465,976,3
5466,1690,6
5467,1685,0
5468,1089,3
5469,806,0
5470,1708,3
5471,423,1
5472,1211,0
5473,429,0
5474,839,3
5475,1355,7
5476,558,0
5477,1086,2
5478,1375,2
5479,208,1
5480,53,0
5481,902,0
5482,464,1
5483,1393,3
5484,1565,2
5485,1403,0
5486,95,0
5487,131,0
5488,1376,1
5489,948,3
5490,975,0
5491,956,2
5492,1482,1
5493,577,1
5494,1301,2
5495,1419,1
5496,1485,1
5497,577,3
5498,944,1
5499,930,2
5500,1077,5
5501,576,0
5502,1502,1
5503,368,0
5504,1562,1
5505,1460,0
5506,975,1
5507,1381,1
5508,933,0
5509,1381,1
5510,576,2
5511,373,5
5512,16,1
5513,1239,12
5514,522,5
5515,1568,16
5516,1509,1
5517,1117,0
5518,728,2
5519,777,0
5520,1235,3
5521,1661,1
5522,705,1
5523,1354,1
5524,1509,0
5525,273,1
5526,725,1
5527,476,0
5528,1458,3
5529,1645,0
5530,493,3
5531,221,0
5532,1728,5
5533,1728,2
5534,815,1
5535,1290,4
5536,1297,0
5537,228,0
5538,201,1
5539,1163,0
5540,940,2
5541,273,0
5542,83,1
5543,1449,1
5544,97,1
5545,1509,7
5546,1708,1
5547,1708,0
5548,1371,1
5549,1269,0
5550,442,5
5551,1077,1
5552,131,2
5553,1376,2
5554,866,1
5555,330,2
5556,512,8
5557,1102,0
5558,1568,5
5559,221,0
5560,959,1
5561,960,1
5562,939,1
5563,1321,0
5564,90,1
5565,1008,2
5566,1373,1
5567,1585,0
5568,1124,0
5569,655,2
5570,1322,1
5571,1530,0
5572,473,1
5573,1279,0
5574,389,0
5575,876,0
5576,461,0
5577,136,1
5578,1332,0
5579,942,1
5580,1231,0
5581,1375,0
5582,1213,0
5583,204,2
5584,1376,0
5585,1375,3
5586,990,8
5587,1320,10
5588,776,0
5589,256,3
5590,132,6
5591,341,1
5592,976,0
5593,1320,1
5594,1375,1
5595,1377,0
5596,1448,1
5597,532,1
5598,1078,0
5599,1215,0
5600,1279,0
5601,1500,0
5602,252,2
5603,1280,2
5604,159,5
5605,132,7
5606,1035,1
5607,533,1
5608,637,3
5609,1568,7
5610,566,1
5611,221,0
5612,1449,1
5613,620,0
5614,1241,2
5615,1185,0
5616,528,2
5617,1238,22
5618,1354,0
5619,1354,0
5620,151,3
5621,1013,1
5622,888,10
5623,88,0
5624,275,0
5625,771,2
5626,356,1
5627,947,0
5628,947,5
5629,947,3
5630,1240,1
5631,1571,1
5632,738,0
5633,655,1
5634,439,2
5635,221,0
5636,1496,2
5637,1277,0
5638,603,1
5639,771,2
5640,1168,1
5641,1711,0
5642,1082,1
5643,1516,1
5644,1347,0
5645,318,1
5646,221,0
5647,467,0
5648,1354,1
5649,1352,1
5650,1527,6
5651,778,1
5652,1375,1
5653,1115,5
5654,1393,2
5655,251,0
5656,341,1
5657,1297,3
5658,1297,1
5659,1356,0
5660,1393,1
5661,777,5
5662,1319,0
5663,138,1
5664,1200,4
5665,594,0
5666,1086,0
5667,1431,0
5668,1509,1
5669,1375,0
5670,1355,2
5671,1202,1
5672,1290,0
5673,1300,1
5674,482,1
5675,1375,0
5676,973,1
5677,1375,3
5678,1195,0
5679,1324,0
5680,1000,0
5681,224,0
5682,776,1
5683,1324,0
5684,776,1
5685,1235,3
